year,co2_ppm,baseline_temperature_c,temperature_cap_c,controlled_temperature_c,sai_command_magnitude_wm2,sai_realized_forcing_wm2
2264,289.70859833900136,0.8537015828627892,1.0,0.7554742364742706,0.0,-0.0
2265,289.4389150518069,0.8477667382585411,1.0,0.7521454253133324,0.0,-0.0
2266,289.1692317646124,0.8439376304480752,1.0,0.7503146295931268,0.0,-0.0
2267,288.8995484774179,0.8578082031153491,1.0,0.7657418727456355,0.0,-0.0
2268,288.6298651902234,0.8560982930226491,1.0,0.7652675591998074,0.0,-0.0
2269,288.36018190302894,0.8521632076770196,1.0,0.7623345246160859,0.0,-0.0
2270,288.09049861583446,0.845063026599254,1.0,0.7560663916186787,0.0,-0.0
2271,287.82081532864,0.8295144738910788,1.0,0.7412260154521609,0.0,-0.0
2272,287.5511320414455,0.823533179459407,1.0,0.7358625169413103,0.0,-0.0
2273,287.281448754251,0.8075274633223359,1.0,0.7204085308395185,0.0,-0.0
2274,287.01176546705653,0.8139924808277745,1.0,0.727376865769721,0.0,-0.0
2275,286.74208217986205,0.8069910358390258,1.0,0.7208431429731635,0.0,-0.0
2276,286.4723988926676,0.8187702593807165,1.0,0.7330638002233179,0.0,-0.0
2277,286.2027156054731,0.8075386404371049,1.0,0.722254084702781,0.0,-0.0
2278,285.9330323182786,0.82056514235986,1.0,0.7356878678322322,0.0,-0.0
2279,285.6633490310841,0.8052629379873021,1.0,0.7207818874087014,0.0,-0.0
2280,285.39366574388964,0.7864904178982429,1.0,0.7023971239300092,0.0,-0.0
2281,285.1239824566952,0.7788808353910754,1.0,0.6951687127748165,0.0,-0.0
2282,284.8542991695007,0.7933768092765676,1.0,0.7100406409700455,0.0,-0.0
2283,284.5846158823062,0.7806847626717031,1.0,0.6977203268006749,0.0,-0.0
2284,284.3149325951117,0.7774426686238839,1.0,0.6948464676593491,0.0,-0.0
2285,284.04524930791723,0.7730114114376958,1.0,0.6907804755837347,0.0,-0.0
2286,283.77556602072275,0.7688110310886682,1.0,0.6869427755435085,0.0,-0.0
2287,283.50588273352827,0.7823458390850164,1.0,0.7008379604114179,0.0,-0.0
2288,283.2361994463338,0.7650485788827011,1.0,0.6838989797697933,0.0,-0.0
2289,282.9665161591393,0.7653395679112966,1.0,0.6845463025472327,0.0,-0.0
2290,282.6968328719448,0.7569483626451737,1.0,0.6765095970522468,0.0,-0.0
2291,282.42714958475034,0.7456664053015896,1.0,0.6655803885333871,0.0,-0.0
2292,282.15746629755586,0.7446613962350541,1.0,0.6649264394589465,0.0,-0.0
2293,281.8877830103614,0.7369062933821078,1.0,0.6575207546861321,0.0,-0.0
2294,281.6180997231669,0.7309553340855097,1.0,0.6519176074409149,0.0,-0.0
2295,281.3484164359724,0.7258898939011693,1.0,0.6471984011417989,0.0,-0.0
2296,281.0787331487779,0.7336647028385561,1.0,0.6553178878303404,0.0,-0.0
