tau_years,year,co2_ppm,baseline_temperature_c,temperature_cap_c,controlled_temperature_c,sai_command_magnitude_wm2,aerosol_reservoir_magnitude_wm2,sai_realized_forcing_wm2
0.67,2232,298.33846352922484,1.013499000133379,1.0,0.7999635346279712,0.20306381582885297,0.20574887913737155,-0.20574887913737155
0.67,2233,298.0687802420304,1.0011024600127223,1.0,0.7907956945885342,0.19678768666650898,0.19992283993542762,-0.19992283993542762
0.67,2234,297.7990969548359,1.0118543790715029,1.0,0.8047836202084088,0.19093119527276126,0.1939731961487075,-0.1939731961487075
0.67,2235,297.5294136676414,0.992683547293275,1.0,0.7888166724642505,0.18459569544668875,0.18829984150682877,-0.18829984150682877
0.67,2236,297.2597303804469,0.9957223177170348,1.0,0.7950806867038874,0.17844811604780536,0.1823272485356761,-0.1823272485356761
0.67,2237,296.99004709325243,0.982994944853032,1.0,0.7855867592331662,0.17201571882480035,0.1764200283055144,-0.1764200283055144
0.67,2238,296.72036380605795,0.9715642949985442,1.0,0.7774266304632199,0.16533851773869696,0.17030896289756178,-0.17030896289756178
0.67,2239,296.45068051886346,0.9740319072443075,1.0,0.7832273930804191,0.1588353395311095,0.1639623783144532,-0.1639623783144532
0.67,2240,296.180997231669,0.9585347964288888,1.0,0.7711011688824557,0.1519683745975832,0.1576849342522841,-0.1576849342522841
0.67,2241,295.9113139444745,0.9598054824862452,1.0,0.7758099452553786,0.14524267295524454,0.15114361372729596,-0.15114361372729596
0.67,2242,295.64163065728,0.9521178459703368,1.0,0.7716059362696581,0.1383908510433343,0.14464045237520576,-0.14464045237520576
0.67,2243,295.37194737008554,0.9625618709427868,1.0,0.7855822547514771,0.13195831868587862,0.13804327981071512,-0.13804327981071512
0.67,2244,295.102264082891,0.9603191365841994,1.0,0.786868554325141,0.12556437531563286,0.13173165388359023,-0.13173165388359023
0.67,2245,294.8325807956965,0.9551032221504928,1.0,0.7851691260638481,0.1191194490975483,0.12550590826731614,-0.12550590826731614
0.67,2246,294.56289750850203,0.96038546853153,1.0,0.7939645642528315,0.11293838602513324,0.11925378080165994,-0.11925378080165994
0.67,2247,294.29321422130755,0.9458522556310264,1.0,0.7829176580218445,0.10642591576578858,0.11318743587849622,-0.11318743587849622
0.67,2248,294.02353093411307,0.9323618821607736,1.0,0.7729268308539786,0.09961372069140793,0.10690557029430832,-0.10690557029430832
0.67,2249,293.7538476469186,0.9217739435468936,1.0,0.76589050828694,0.09259043594001613,0.10034077796763041,-0.10034077796763041
0.67,2250,293.4841643597241,0.9151076136284788,1.0,0.7628488731583078,0.08547590213476537,0.09354399607695313,-0.09354399607695313
0.67,2251,293.2144810725296,0.9179949210417414,1.0,0.7694347611344148,0.07855894496879781,0.086616878403879,-0.086616878403879
0.67,2252,292.94479778533514,0.8985214769318757,1.0,0.7536998054503784,0.07116993913230917,0.07980164511712275,-0.07980164511712275
0.67,2253,292.67511449814066,0.9075168461737148,1.0,0.7665138710633813,0.0641653552642106,0.0726431693852417,-0.0726431693852417
0.67,2254,292.4054312109462,0.909960645906582,1.0,0.7728074271080951,0.057349578077453466,0.06569111042781167,-0.06569111042781167
0.67,2255,292.1357479237517,0.8972586248935395,1.0,0.7639539648300707,0.05026819702235558,0.05892090563175431,-0.05892090563175431
0.67,2256,291.8660646365572,0.9004605228001994,1.0,0.7710301382987743,0.04339910117131881,0.05197968756651013,-0.05197968756651013
0.67,2257,291.5963813493628,0.8988273474269766,1.0,0.7732756522827198,0.036597370739800406,0.045153729261782564,-0.045153729261782564
0.67,2258,291.32669806216825,0.9043949579064168,1.0,0.7827174518080651,0.030078894294042355,0.0383968050084829,-0.0383968050084829
0.67,2259,291.05701477497377,0.8911350086428469,1.0,0.7732983992193199,0.023277846270621953,0.03186491375972908,-0.03186491375972908
0.67,2260,290.7873314877793,0.8775954614959186,1.0,0.7636026167239388,0.016185924772340116,0.025157966958346552,-0.025157966958346552
0.67,2261,290.5176482005848,0.8580775431482127,1.0,0.7479715574932905,0.008625071497138832,0.01817853014435735,-0.01817853014435735
0.67,2262,290.2479649133903,0.8607712996669254,1.0,0.7546475361665951,0.0012644975821366844,0.010765790647546764,-0.010765790647546764
0.67,2263,289.97828162619584,0.8578564140310707,1.0,0.7557796891485603,0.0,0.0034002541706183056,-0.0034002541706183056
0.67,2264,289.70859833900136,0.8537015828627892,1.0,0.7550455867933885,0.0,0.0007643823716681168,-0.0007643823716681168
0.67,2265,289.4389150518069,0.8477667382585411,1.0,0.7517854197727559,0.0,0.00017183433378767946,-0.00017183433378767946
0.67,2266,289.1692317646124,0.8439376304480752,1.0,0.7500235276355087,0.0,3.8628622745208764e-05,-3.8628622745208764e-05
0.67,2267,288.8995484774179,0.8578082031153491,1.0,0.7655051608583882,0.0,8.683773855319295e-06,-8.683773855319295e-06
0.67,2268,288.6298651902234,0.8560982930226491,1.0,0.7650713959359307,0.0,1.9521257298690524e-06,-1.9521257298690524e-06
0.67,2269,288.36018190302894,0.8521632076770196,1.0,0.7621681183659919,0.0,4.388408690401877e-07,-4.388408690401877e-07
0.67,2270,288.09049861583446,0.845063026599254,1.0,0.7559217407350007,0.0,9.865210288113226e-08,-9.865210288113226e-08
0.67,2271,287.82081532864,0.8295144738910788,1.0,0.7410972731331491,0.0,2.2177144585816268e-08,-2.2177144585816268e-08
0.67,2272,287.5511320414455,0.823533179459407,1.0,0.7357454298028698,0.0,4.98545624083462e-09,-4.98545624083462e-09
0.67,2273,287.281448754251,0.8075274633223359,1.0,0.720300008784273,0.0,1.1207382372017861e-09,-1.1207382372017861e-09
0.67,2274,287.01176546705653,0.8139924808277745,1.0,0.7272746646613514,0.0,2.519436809089091e-10,-2.519436809089091e-10
0.67,2275,286.74208217986205,0.8069910358390258,1.0,0.7207456331335762,0.0,5.663732729277942e-11,-5.663732729277942e-11
0.67,2276,286.4723988926676,0.8187702593807165,1.0,0.7329697981167932,0.0,1.2732158358951658e-11,-1.2732158358951658e-11
0.67,2277,286.2027156054731,0.8075386404371049,1.0,0.7221627306894182,0.0,2.8622087980851697e-12,-2.8622087980851697e-12
0.67,2278,285.9330323182786,0.82056514235986,1.0,0.7355985374100771,0.0,6.434289436933052e-13,-6.434289436933052e-13
0.67,2279,285.6633490310841,0.8052629379873021,1.0,0.7206941267770316,0.0,1.4464381699170617e-13,-1.4464381699170617e-13
0.67,2280,285.39366574388964,0.7864904178982429,1.0,0.7023106032108247,0.0,3.2516152714296796e-14,-3.2516152714296796e-14
0.67,2281,285.1239824566952,0.7788808353910754,1.0,0.6950831920538171,0.0,7.309681183262026e-15,-7.309681183262026e-15
0.67,2282,284.8542991695007,0.7933768092765676,1.0,0.7099559456440288,0.0,1.6432275820085583e-15,-1.6432275820085583e-15
0.67,2283,284.5846158823062,0.7806847626717031,1.0,0.6976363296809603,0.0,3.6940008990497454e-16,-3.6940008990497454e-16
0.67,2284,284.3149325951117,0.7774426686238839,1.0,0.6947630759797448,0.0,8.304170883926447e-17,-8.304170883926447e-17
0.67,2285,284.04524930791723,0.7730114114376958,1.0,0.6906976215689593,0.0,1.8667903975657127e-17,-1.8667903975657127e-17
0.67,2286,283.77556602072275,0.7688110310886682,1.0,0.6868604095623272,0.0,4.196573549791631e-18,-4.196573549791631e-18
0.67,2287,283.50588273352827,0.7823458390850164,1.0,0.7007560460061522,0.0,9.433961939045598e-19,-9.433961939045598e-19
0.67,2288,283.2361994463338,0.7650485788827011,1.0,0.6838174900479834,0.0,2.1207691658777193e-19,-2.1207691658777193e-19
0.67,2289,282.9665161591393,0.7653395679112966,1.0,0.6844652175621572,0.0,4.7675217305282985e-20,-4.7675217305282985e-20
0.67,2290,282.6968328719448,0.7569483626451737,1.0,0.676428901901301,0.0,1.0717462238118036e-20,-1.0717462238118036e-20
0.67,2291,282.42714958475034,0.7456664053015896,1.0,0.6655000719775932,0.0,2.4093020088396695e-21,-2.4093020088396695e-21
0.67,2292,282.15746629755586,0.7446613962350541,1.0,0.6648464929207784,0.0,5.416148002979264e-22,-5.416148002979264e-22
0.67,2293,281.8877830103614,0.7369062933821078,1.0,0.6574411715219778,0.0,1.2175584083086356e-22,-1.2175584083086356e-22
0.67,2294,281.6180997231669,0.7309553340855097,1.0,0.6518383824129126,0.0,2.7370900441191916e-23,-2.7370900441191916e-23
0.67,2295,281.3484164359724,0.7258898939011693,1.0,0.6471195300344085,0.0,6.153020552027066e-24,-6.153020552027066e-24
0.67,2296,281.0787331487779,0.7336647028385561,1.0,0.655239367171985,0.0,1.3832084916245744e-24,-1.3832084916245744e-24
0.67,2297,280.80904986158345,0.7441214499199655,1.0,0.666039601181343,0.0,3.1094739813147856e-25,-3.1094739813147856e-25
0.67,2298,280.53936657438896,0.7305120587293599,1.0,0.6527721707468326,0.0,6.990145375060279e-26,-6.990145375060279e-26
0.67,2299,280.2696832871945,0.7401221760619758,1.0,0.662722735409226,0.0,1.5713954404537623e-26,-1.5713954404537623e-26
0.67,2300,280.0,0.7254579069638252,1.0,0.6483974112427552,0.0,3.532521139100887e-27,-3.532521139100887e-27
1.0,2026,424.954328466289,1.418041717312451,,1.418041717312451,0.0,0.0,-0.0
1.0,2027,427.2904353896449,1.4388117390799384,,1.4388117390799384,0.0,0.0,-0.0
1.0,2028,429.4160328675757,1.461399447368212,,1.461399447368212,0.0,0.0,-0.0
1.0,2029,431.3201831115328,1.4823276602293245,,1.4823276602293245,0.0,0.0,-0.0
1.0,2030,432.86418875476886,1.4994159994856238,,1.4994159994856238,0.0,0.0,-0.0
1.0,2031,434.10814080086806,1.520312932066729,,1.520312932066729,0.0,0.0,-0.0
1.0,2032,434.9978544833465,1.5258914700314634,,1.5258914700314634,0.0,0.0,-0.0
1.0,2033,435.49192537517297,1.53270616963478,,1.53270616963478,0.0,0.0,-0.0
1.0,2034,435.5730564640198,1.5608361203059384,,1.5608361203059384,0.0,0.0,-0.0
1.0,2035,435.3780330932249,1.582357815583918,1.582357815583918,1.582357815583918,0.0,0.0,-0.0
1.0,2036,434.842405141618,1.596301730923325,1.5590635029605613,1.596301730923325,0.19065972716934992,0.0,-0.0
1.0,2037,434.00094666893256,1.6164329265295925,1.5357691903372046,1.5996008960440604,0.3312869205746334,0.11782421339872454,-0.11782421339872454
1.0,2038,432.8301457453754,1.6315844440663705,1.512474877713848,1.5843565962136725,0.38016279075945636,0.24475157949267184,-0.24475157949267184
1.0,2039,431.34475655586846,1.638721735889319,1.489180565090491,1.5586063335953497,0.3762141330052099,0.3198633150596455,-0.3198633150596455
1.0,2040,429.65532755681954,1.63718039154189,1.4658862524671343,1.5294499299009245,0.3545313189419222,0.3452113637223043,-0.3452113637223043
1.0,2041,427.77932192916313,1.6342795072483456,1.4425919398437776,1.5068385813629035,0.3656557363508955,0.341957438505175,-0.341957438505175
1.0,2042,425.7985784969926,1.6274670825461526,1.419297627220421,1.4848389049829183,0.3799938708992524,0.34722187915911695,-0.34722187915911695
1.0,2043,423.7098143103413,1.6138510680695322,1.3960033145970645,1.4586069841536224,0.37281827021634256,0.3574623660266407,-0.3574623660266407
1.0,2044,421.5911651990637,1.626630481761692,1.3727090019737076,1.4621518122941033,0.5177471112739789,0.357077362030373,-0.357077362030373
1.0,2045,419.5242997546436,1.627749280735828,1.3494146893503507,1.4446623603618556,0.5582011352509054,0.43949573552421145,-0.43949573552421145
1.0,2046,417.53831947187575,1.6452627316272816,1.326120376726994,1.440951572356484,0.6698985018163701,0.49238028314870186,-0.49238028314870186
1.0,2047,415.6373187856733,1.643732255875141,1.302826064103637,1.4123043286820773,0.6562712383105338,0.5730852960857996,-0.5730852960857996
1.0,2048,413.7778641844761,1.6621235635717289,1.2795317514802806,1.4076155181496248,0.7646688007653748,0.5953839455789905,-0.5953839455789905
1.0,2049,411.979850399778,1.6650059387085867,1.2562374388569235,1.384043017659831,0.7786145308895406,0.6617667047600385,-0.6617667047600385
1.0,2050,410.23648256218377,1.664820952843025,1.2329431262335673,1.3598689697928863,0.7894469558987162,0.6935720626277267,-0.6935720626277267
1.0,2051,408.5386340414906,1.6695039495554145,1.2096488136102104,1.344397026130306,0.8447285862050107,0.710992977181947,-0.710992977181947
1.0,2052,406.88430793220033,1.6529015792525132,1.1863545009868537,1.3078504363854329,0.7930467128452579,0.7463845552591244,-0.7463845552591244
1.0,2053,405.3032435615028,1.6516036507530931,1.163060188363497,1.2938143580813788,0.8550283848079168,0.7323195577601191,-0.7323195577601191
1.0,2054,403.75459919260106,1.6441477356402894,1.1397658757401403,1.272952700658115,0.8831740797985379,0.7595915519658962,-0.7595915519658962
1.0,2055,402.2464798368389,1.6413975488637036,1.1164715631167836,1.2566815748198021,0.9351152151281196,0.7842140101825319,-0.7842140101825319
1.0,2056,400.7803925175034,1.634200194916776,1.093177250493427,1.2342820108198822,0.9565215294844779,0.8199637575752681,-0.8199637575752681
1.0,2057,399.3432294167048,1.6593339665020026,1.0698829378700705,1.2446501289015615,1.1458057459334354,0.8440288370013767,-0.8440288370013767
1.0,2058,397.9360424111924,1.6479353680632047,1.0465886252467134,1.2074886410304786,1.0957778715888586,0.9472388580683585,-0.9472388580683585
1.0,2059,396.5494862075801,1.6383776145437985,1.023294312623357,1.1769774213256463,1.0781353092257542,0.9606374390732353,-0.9606374390732353
1.0,2060,395.1944846615793,1.640600579495743,1.0,1.1641914419672288,1.1503799485865187,0.9568393819767449,-0.9568393819767449
1.0,2061,393.88413474850427,1.6349396693185456,1.0,1.142421096264588,1.0586187516250651,0.990973138892405,-0.990973138892405
1.0,2062,392.61469815942473,1.6284659034259523,1.0,1.1285705381261506,1.0047944255080163,0.9583069505572912,-0.9583069505572912
1.0,2063,391.3446889834331,1.6322210001412716,1.0,1.1322008090746831,1.0388098773396408,0.9193495606507924,-0.9193495606507924
1.0,2064,390.11180502822367,1.621348774743478,1.0,1.1205290681381475,0.9949146608335402,0.9220793486179111,-0.9220793486179111
1.0,2065,388.8763099925097,1.6312175655417591,1.0,1.1325040350467515,1.0706899795821705,0.9010433770240969,-0.9010433770240969
1.0,2066,387.6671914423072,1.608671469366462,1.0,1.1068662325433758,0.9553249149704972,0.9312231987502055,-0.9312231987502055
1.0,2067,386.471679704188,1.6162239745688676,1.0,1.1185512320905193,1.0279760605570771,0.8843501609388198,-0.8843501609388198
1.0,2068,385.2990773095997,1.6054374454579314,1.0,1.107688255011733,0.9865837657645539,0.9037832385117848,-0.9037832385117848
1.0,2069,384.1513233445322,1.6038459742724485,1.0,1.1076889146527025,0.9995097337277252,0.8901061524082421,-0.8901061524082421
1.0,2070,383.005141989489,1.618897378797833,1.0,1.1233832212594463,1.092787253312578,0.8915980407760289,-0.8915980407760289
1.0,2071,381.88758935964506,1.6167009818494489,1.0,1.1146269091778316,1.062760922005844,0.9386912781369638,-0.9386912781369638
1.0,2072,380.79312032615286,1.6097038448177765,1.0,1.1022032932331203,1.012907237470262,0.9411339791666518,-0.9411339791666518
1.0,2073,379.6927647632014,1.611090264224374,1.0,1.102767120263031,1.0280584270513788,0.9171124651699749,-0.9171124651699749
1.0,2074,378.6113306762912,1.5981683025349305,1.0,1.0891199719309093,0.9705170820224798,0.9158770749511964,-0.9158770749511964
1.0,2075,377.5376584582351,1.5972885054118042,1.0,1.0916189490856905,0.9940062416866686,0.8864215121582951,-0.8864215121582951
1.0,2076,376.5064825939023,1.600223092769705,1.0,1.0965666051880296,1.030332514820928,0.8874672752169039,-0.8874672752169039
1.0,2077,375.4632157099621,1.5848700940207447,1.0,1.0797222623357148,0.9556774720396395,0.906110047515164,-0.906110047515164
1.0,2078,374.4357568950009,1.5776007646238084,1.0,1.075477832360245,0.9435126620455198,0.8752909166619327,-0.8752909166619327
1.0,2079,373.43703329766106,1.5803209789754984,1.0,1.082616557407626,0.9891202741713405,0.8577563141394446,-0.8577563141394446
1.0,2080,372.3991638632354,1.5807998849049425,1.0,1.083642951768447,1.0042894001876586,0.8744553310757818,-0.8744553310757818
1.0,2081,371.40526603606384,1.5866632847653874,1.0,1.0876538084024094,1.03486214036576,0.8882480275516819,-0.8882480275516819
1.0,2082,370.4218177199178,1.5840908702702956,1.0,1.0805364258399917,1.0026821291999584,0.9086639902314858,-0.9086639902314858
1.0,2083,369.4439618392154,1.5799391744121785,1.0,1.0740297348142573,0.9701486740712867,0.9000233543665701,-0.9000233543665701
1.0,2084,368.4625182049772,1.575386492528476,1.0,1.070284988403811,0.9514249420190551,0.8804024193147912,-0.8804024193147912
1.0,2085,367.4917176069188,1.5643946140600498,1.0,1.0619932457850338,0.9099662289251692,0.8636691728000849,-0.8636691728000849
1.0,2086,366.53040513345206,1.557822587543178,1.0,1.0610208218894732,0.9051041094473661,0.8363075090525296,-0.8363075090525296
1.0,2087,365.58099573094046,1.552475855364848,1.0,1.0612762061851804,0.9063810309259018,0.8237423055046555,-0.8237423055046555
1.0,2088,364.6353045137353,1.5562644142877171,1.0,1.0694460569705249,0.9472302848526243,0.8197764914706485,-0.8197764914706485
1.0,2089,363.7002816304295,1.5569321342639957,1.0,1.070265894270814,0.9513294713540704,0.8392292170127513,-0.8392292170127513
1.0,2090,362.77216868852986,1.5454286131764363,1.0,1.0572964372105638,0.8864821860528188,0.8484737831075402,-0.8484737831075402
1.0,2091,361.84675838354826,1.547215704318033,1.0,1.0620259739280196,0.9101298696400978,0.8186209014126548,-0.8186209014126548
1.0,2092,360.9310576440207,1.5590443820853013,1.0,1.0755737812385335,0.9778689061926676,0.8198192511818245,-0.8198192511818245
1.0,2093,360.0260321339677,1.56559601844547,1.0,1.0781297455705434,0.9906487278527171,0.8548091376788731,-0.8548091376788731
1.0,2094,359.12832422499355,1.567876830753401,1.0,1.0744907674821262,0.9724538374106312,0.874143020122441,-0.874143020122441
1.0,2095,358.2262956841787,1.5657364371386708,1.0,1.0680885877523414,0.9404429387617069,0.8720503771871619,-0.8720503771871619
1.0,2096,357.3286250314057,1.566750310849376,1.0,1.0681833638382228,0.9409168191911138,0.8549978691849562,-0.8549978691849562
1.0,2097,356.43715435255547,1.5592072305200937,1.0,1.0605808975254027,0.9029044876270137,0.8489664658172849,-0.8489664658172849
1.0,2098,355.5446643612121,1.5460522067652935,1.0,1.050232163189295,0.8511608159464751,0.8272676783777607,-0.8272676783777607
1.0,2099,354.66863836261075,1.5243613224660029,1.0,1.0353027943014712,0.776513971507356,0.7925092257998202,-0.7925092257998202
1.0,2100,353.79757260164183,1.538508412530982,1.0,1.061552777512545,0.9077638875627253,0.740558711905916,-0.740558711905916
1.0,2101,352.921426913506,1.536351122898738,1.0,1.0609281606001564,0.9046408030007819,0.7898858968010943,-0.7898858968010943
1.0,2102,352.0679851778796,1.531933358476127,1.0,1.0550358544030896,0.8751792720154478,0.8064264451868204,-0.8064264451868204
1.0,2103,351.1946385594372,1.5333716665399073,1.0,1.0564768241683413,0.8823841208417066,0.7973084705407445,-0.7973084705407445
1.0,2104,350.3355384096521,1.5411993223240286,1.0,1.0640281477298346,0.9201407386491728,0.7976810200937015,-0.7976810200937015
1.0,2105,349.48378952677666,1.542589162161556,1.0,1.0621971025971986,0.9109855129859928,0.8172536103636158,-0.8172536103636158
1.0,2106,348.6552659245392,1.5303498132773157,1.0,1.047031549088187,0.8351577454409348,0.8197558153467677,-0.8197558153467677
1.0,2107,347.83320827956925,1.5285622022835097,1.0,1.048368099194607,0.8418404959730347,0.7814034306783773,-0.7814034306783773
1.0,2108,347.0208914164592,1.5082734527584991,1.0,1.031649637050079,0.7582481852503947,0.7707816061366806,-0.7707816061366806
1.0,2109,346.1939509380624,1.50331163340197,1.0,1.035911936541456,0.7795596827072798,0.7228844549831465,-0.7228844549831465
1.0,2110,345.36222769420567,1.5053301740022125,1.0,1.0453395121808575,0.8266975609042876,0.716555682876874,-0.716555682876874
1.0,2111,344.5359334938229,1.5070920748429102,1.0,1.0490832417005884,0.8454162085029421,0.739016185779926,-0.739016185779926
1.0,2112,343.7200931959244,1.499418822064934,1.0,1.0400764443677504,0.8003822218387519,0.7570520225805948,-0.7570520225805948
1.0,2113,342.92032016491413,1.4995923543872445,1.0,1.0415010233538728,0.8075051167693642,0.7401068724276343,-0.7401068724276343
1.0,2114,342.111342955904,1.4913531251082404,1.0,1.034331145870944,0.7716557293547205,0.7376181744196851,-0.7376181744196851
1.0,2115,341.2949734558657,1.496089972358969,1.0,1.0424836830727569,0.8124184153637842,0.7177942806438129,-0.7177942806438129
1.0,2116,340.50201088711805,1.480334145900421,1.0,1.0269952296370342,0.7349761481851708,0.7319897440880512,-0.7319897440880512
1.0,2117,339.72150961948483,1.471446881923218,1.0,1.0232228049055494,0.716114024527747,0.6962227351277019,-0.6962227351277019
1.0,2118,338.9234936751794,1.4720376711831138,1.0,1.0306731969929128,0.7533659849645641,0.6729750561162677,-0.6729750561162677
1.0,2119,338.13814810374447,1.4485023504820884,1.0,1.01033329836636,0.6516664918317999,0.6843092123306345,-0.6843092123306345
1.0,2120,337.3559786540178,1.4384565944217984,1.0,1.009654429237596,0.6482721461879798,0.6337983778049978,-0.6337983778049978
1.0,2121,336.5758836900945,1.459685157408357,1.0,1.0404522002758316,0.8022610013791581,0.6133700987275309,-0.6133700987275309
1.0,2122,335.8141633999215,1.4408164233724186,1.0,1.01769416311454,0.6884708155726998,0.6882376379704802,-0.6882376379704802
1.0,2123,335.0321679386846,1.4445371479015807,1.0,1.0231466438401955,0.7157332192009774,0.6551743678829887,-0.6551743678829887
1.0,2124,334.26597808027714,1.4422618938312246,1.0,1.0216170187380706,0.7080850936903532,0.6576700720648408,-0.6576700720648408
1.0,2125,333.5089023615733,1.4478871070256676,1.0,1.0280833063755277,0.7404165318776385,0.654484712611942,-0.654484712611942
1.0,2126,332.7493794235512,1.4220007688727447,1.0,1.000350168103994,0.6017508405199695,0.6706126044163809,-0.6706126044163809
1.0,2127,331.9961437209261,1.4150957512961462,1.0,1.0018237492521613,0.6091187462608066,0.6014662896384615,-0.6014662896384615
1.0,2128,331.24172736522786,1.411818421022885,1.0,1.0075523538362854,0.6377617691814269,0.5800766488145461,-0.5800766488145461
1.0,2129,330.490961165181,1.4029449725458862,1.0,1.0039782853711399,0.6198914268556993,0.5878809139716943,-0.5878809139716943
1.0,2130,329.74220366136643,1.3976592862654664,1.0,1.0033988065295958,0.6169940326479789,0.5809852989060003,-0.5809852989060003
1.0,2131,328.99506609094794,1.3906528930354027,1.0,1.0002751866437782,0.6013759332188912,0.576861362349964,-0.576861362349964
1.0,2132,328.25666767408546,1.3920512795622937,1.0,1.0058130050834118,0.6290650254170588,0.5667709856158847,-0.5667709856158847
1.0,2133,327.5360921759892,1.4073095485349112,1.0,1.022321723714609,0.7116086185730447,0.5782378844314697,-0.5782378844314697
1.0,2134,326.8225786129552,1.3977660158486147,1.0,1.006577626162128,0.6328881308106399,0.6271545960348469,-0.6271545960348469
1.0,2135,326.08065099936607,1.4003069669295494,1.0,1.0079955993642171,0.6399779968210856,0.6025402036039154,-0.6025402036039154
1.0,2136,325.37731756317453,1.3844035359245612,1.0,0.9918897298053704,0.5997566918941611,0.5973533132630165,-0.5973533132630165
1.0,2137,324.6538632860047,1.3802280036443932,1.0,0.9908607336545525,0.5994825139037977,0.5734189855167331,-0.5734189855167331
1.0,2138,323.9428422026162,1.364745412987865,1.0,0.9788255874931193,0.5988472815285913,0.5644632111131984,-0.5644632111131984
1.0,2139,323.23800539570215,1.3649788162362868,1.0,0.9819699352416784,0.5983063795858418,0.5608190843470866,-0.5608190843470866
1.0,2140,322.53232577448034,1.3396661549662416,1.0,0.958894044895676,0.597073200932712,0.5591808614927057,-0.5591808614927057
1.0,2141,321.8386978781396,1.3305548464821126,1.0,0.951480205079888,0.5956176070851087,0.5578995193215655,-0.5578995193215655
1.0,2142,321.1399807413744,1.3377212484765155,1.0,0.9599522931812966,0.5944161758805475,0.5566268199056568,-0.5566268199056568
1.0,2143,320.45198606793633,1.3166991753626025,1.0,0.9399320282515283,0.5926141367280934,0.5554970223915687,-0.5554970223915687
1.0,2144,319.7635784409158,1.3178432538674425,1.0,0.9418979943930549,0.5908710765598851,0.5540887221406167,-0.5540887221406167
1.0,2145,319.0638488247669,1.325747485042977,1.0,0.9505045434815427,0.5893862128643313,0.5526100741835953,-0.5526100741835953
1.0,2146,318.38381900747527,1.32454802160015,1.0,0.949905024942985,0.587883363612621,0.5512475372923382,-0.5512475372923382
1.0,2147,317.70910934547896,1.305765971119425,1.0,0.9316449236306559,0.5858327113215407,0.549917522773101,-0.549917522773101
1.0,2148,317.03256645606484,1.2955224761157094,1.0,0.921909219687566,0.5834899879121677,0.5482969291107962,-0.5482969291107962
1.0,2149,316.3604132387955,1.2976693290970491,1.0,0.9245930226645922,0.5812277785921054,0.5464076700833427,-0.5464076700833427
1.0,2150,315.680385445181,1.280067516810807,1.0,0.9075583435920481,0.5784545288998668,0.5444633696790817,-0.5444633696790817
1.0,2151,315.0209026776864,1.256280785757974,1.0,0.884405157990516,0.5749866836395824,0.5422157387686428,-0.5422157387686428
1.0,2152,314.35940488110043,1.2639546180938477,1.0,0.8928329856217785,0.5717716732082357,0.5394713766590986,-0.5394713766590986
1.0,2153,313.7197960089384,1.2748310299977506,1.0,0.9045586142638675,0.5689084316361518,0.5366827453654371,-0.5366827453654371
1.0,2154,313.06230356889847,1.2634828642879434,1.0,0.8941049317755777,0.565731579589419,0.5340713990546023,-0.5340713990546023
1.0,2155,312.6155514674147,1.2752497862894046,1.0,0.9068162537685213,0.5629360672024747,0.5313504223648914,-0.5313504223648914
1.0,2156,312.1742286704877,1.2793991435488614,1.0,0.9119234010854145,0.560293769235037,0.5287993779963638,-0.5287993779963638
1.0,2157,311.84633188836415,1.2661154455278436,1.0,0.8995876337770394,0.5572813982483482,0.5263949066151767,-0.5263949066151767
1.0,2158,311.8932269365416,1.2719811517053463,1.0,0.9064171922839748,0.5544739140168675,0.5238379702290943,-0.5238379702290943
1.0,2159,311.9273476001471,1.260027630875699,1.0,0.8954323406706088,0.5513368842369858,0.5213376716581917,-0.5213376716581917
1.0,2160,311.95454737836326,1.2394744373652378,1.0,0.8758759792140745,0.5476131636134081,0.5186739690496724,-0.5186739690496724
1.0,2161,312.00719763098823,1.2296278807267764,1.0,0.8671034855987051,0.5436262681813692,0.5156224092467887,-0.5156224092467887
1.0,2162,312.0825532910606,1.225769052162351,1.0,0.8644178780547456,0.5395588045230115,0.5122798246169076,-0.5122798246169076
1.0,2163,312.19141695562496,1.2211355241761173,1.0,0.861053171499258,0.5353903996679893,0.5087832601228142,-0.5087832601228142
1.0,2164,312.2620316414223,1.2375879235703315,1.0,0.8788619007460341,0.5317562566903703,0.5051716352432253,-0.5051716352432253
1.0,2165,312.2564786882802,1.2382628942697895,1.0,0.8809221594868373,0.5281839214749754,0.501813931354882,-0.501813931354882
1.0,2166,312.19521639926955,1.2474273672481997,1.0,0.8914765032191858,0.524928216571551,0.4985825270463865,-0.4985825270463865
1.0,2167,312.16429303601217,1.254278606959493,1.0,0.8996907766986283,0.5219189398725097,0.49557311233033763,-0.49557311233033763
1.0,2168,312.1350135535085,1.2479490481653652,1.0,0.8946750453247061,0.5187591912322509,0.4927819794233528,-0.4927819794233528
1.0,2169,312.1034401230786,1.2412332700427888,1.0,0.8892394780751538,0.5154363755745056,0.489985709529869,-0.489985709529869
1.0,2170,312.07250060847025,1.2303023685238434,1.0,0.8795792605167683,0.5118237533900086,0.48709486858274764,-0.48709486858274764
1.0,2171,312.02636463111736,1.2101701714394657,1.0,0.8607406261591843,0.5076459721747841,0.4840052379524269,-0.4840052379524269
1.0,2172,311.98638423894323,1.211615536447789,1.0,0.8635536511416071,0.5035525817090324,0.48052344090835974,-0.48052344090835974
1.0,2173,311.952239523276,1.2186313804356477,1.0,0.872006700820491,0.4997127827336471,0.4769425956943546,-0.4769425956943546
